,Season,SeasonType,Day,HomeTeam,AwayTeam,HomeTeamScore,AwayTeamScore,HomeWin,HomeMoneyLine,AwayMoneyLine
792,2024,1,2024-02-12T00:00:00,HOU,NY,105.0,103.0,1,-78,-75
793,2024,1,2024-02-12T00:00:00,MEM,NO,87.0,96.0,0,235,-304
794,2024,1,2024-02-12T00:00:00,MIL,DEN,112.0,95.0,1,-82,-71
795,2024,1,2024-02-12T00:00:00,DAL,WAS,112.0,104.0,1,-484,346
796,2024,1,2024-02-12T00:00:00,UTA,GS,107.0,129.0,0,-73,-80
797,2024,1,2024-02-12T00:00:00,LAC,MIN,100.0,121.0,0,-142,118
798,2024,1,2024-02-13T00:00:00,BKN,BOS,110.0,118.0,0,96,-121
799,2024,1,2024-02-13T00:00:00,ORL,OKC,113.0,127.0,0,45,-53
800,2024,1,2024-02-13T00:00:00,MIL,MIA,97.0,123.0,0,-108,87
801,2024,1,2024-02-13T00:00:00,PHO,SAC,130.0,125.0,1,-67,56
802,2024,1,2024-02-13T00:00:00,POR,MIN,109.0,121.0,0,111,-141
803,2024,1,2024-02-13T00:00:00,LAL,DET,125.0,111.0,1,-241,174
804,2024,1,2024-02-14T00:00:00,CHA,ATL,122.0,99.0,1,301,-370
805,2024,1,2024-02-14T00:00:00,ORL,NY,118.0,100.0,1,-222,186
806,2024,1,2024-02-14T00:00:00,PHI,MIA,104.0,109.0,0,-185,156
807,2024,1,2024-02-14T00:00:00,BOS,BKN,136.0,86.0,1,-958,684
808,2024,1,2024-02-14T00:00:00,CLE,CHI,108.0,105.0,1,-623,479
809,2024,1,2024-02-14T00:00:00,TOR,IND,125.0,127.0,0,164,-194
810,2024,1,2024-02-14T00:00:00,MEM,HOU,121.0,113.0,1,156,-185
811,2024,1,2024-02-14T00:00:00,NO,WAS,133.0,126.0,1,-1506,958
812,2024,1,2024-02-14T00:00:00,DAL,SA,116.0,93.0,1,-821,602
813,2024,1,2024-02-14T00:00:00,DEN,SAC,98.0,102.0,0,-271,225
814,2024,1,2024-02-14T00:00:00,PHO,DET,116.0,100.0,1,-1301,856
815,2024,1,2024-02-14T00:00:00,UTA,LAL,122.0,138.0,0,-253,211
816,2024,1,2024-02-14T00:00:00,GS,LAC,125.0,130.0,0,-212,178
817,2024,1,2024-02-15T00:00:00,MEM,MIL,113.0,110.0,1,716,-1075
818,2024,1,2024-02-15T00:00:00,UTA,GS,137.0,140.0,0,143,-170
819,2024,1,2024-02-15T00:00:00,POR,MIN,91.0,128.0,0,454,-597
820,2024,1,2024-02-22T00:00:00,CLE,ORL,109.0,116.0,0,-322,266
821,2024,1,2024-02-22T00:00:00,IND,DET,129.0,115.0,1,-1107,775
822,2024,1,2024-02-22T00:00:00,PHI,NY,96.0,110.0,0,-170,-155
823,2024,1,2024-02-22T00:00:00,TOR,BKN,121.0,93.0,1,-170,-155
824,2024,1,2024-02-22T00:00:00,DAL,PHO,123.0,113.0,1,-210,177
825,2024,1,2024-02-22T00:00:00,CHI,BOS,112.0,129.0,0,421,-531
826,2024,1,2024-02-22T00:00:00,NO,HOU,127.0,105.0,1,-381,310
827,2024,1,2024-02-22T00:00:00,OKC,LAC,129.0,107.0,1,-177,148
828,2024,1,2024-02-22T00:00:00,DEN,WAS,130.0,110.0,1,-1771,1107
829,2024,1,2024-02-22T00:00:00,UTA,CHA,107.0,115.0,0,-627,487
830,2024,1,2024-02-22T00:00:00,GS,LAL,128.0,110.0,1,-332,273
831,2024,1,2024-02-22T00:00:00,SAC,SA,127.0,122.0,1,-790,590
832,2024,1,2024-02-23T00:00:00,ATL,TOR,121.0,123.0,0,-310,250
833,2024,1,2024-02-23T00:00:00,PHI,CLE,104.0,97.0,1,114,-136
834,2024,1,2024-02-23T00:00:00,HOU,PHO,114.0,110.0,1,130,-154
835,2024,1,2024-02-23T00:00:00,MEM,LAC,95.0,101.0,0,326,-413
836,2024,1,2024-02-23T00:00:00,NO,MIA,95.0,106.0,0,-147,124
837,2024,1,2024-02-23T00:00:00,OKC,WAS,147.0,106.0,1,-1739,978
838,2024,1,2024-02-23T00:00:00,GS,CHA,97.0,84.0,1,-815,571
839,2024,1,2024-02-23T00:00:00,MIN,MIL,107.0,112.0,0,-209,167
840,2024,1,2024-02-23T00:00:00,POR,DEN,112.0,127.0,0,299,-375
841,2024,1,2024-02-23T00:00:00,LAL,SA,123.0,118.0,1,-598,446
842,2024,1,2024-02-24T00:00:00,DET,ORL,109.0,112.0,0,180,-225
843,2024,1,2024-02-24T00:00:00,NY,BOS,102.0,116.0,0,121,-147
844,2024,1,2024-02-24T00:00:00,MIN,BKN,101.0,86.0,1,-222,176
845,2024,1,2024-02-25T00:00:00,PHI,MIL,98.0,119.0,0,70,-84
846,2024,1,2024-02-25T00:00:00,PHO,LAL,123.0,113.0,1,-64,53
847,2024,1,2024-02-25T00:00:00,IND,DAL,133.0,111.0,1,45,-53
848,2024,1,2024-02-25T00:00:00,WAS,CLE,105.0,114.0,0,256,-390
849,2024,1,2024-02-25T00:00:00,ATL,ORL,109.0,92.0,1,-53,45
850,2024,1,2024-02-25T00:00:00,GS,DEN,103.0,119.0,0,-53,45
851,2024,1,2024-02-25T00:00:00,HOU,OKC,110.0,123.0,0,82,-100
852,2024,1,2024-02-25T00:00:00,NO,CHI,106.0,114.0,0,-84,70
853,2024,1,2024-02-25T00:00:00,UTA,SA,128.0,109.0,1,-106,86
854,2024,1,2024-02-25T00:00:00,POR,CHA,80.0,93.0,0,-66,56
855,2024,1,2024-02-25T00:00:00,LAC,SAC,107.0,123.0,0,-74,62
856,2024,1,2024-02-26T00:00:00,IND,TOR,122.0,130.0,0,-214,176
857,2024,1,2024-02-26T00:00:00,NY,DET,113.0,111.0,1,-594,432
858,2024,1,2024-02-26T00:00:00,MEM,BKN,86.0,111.0,0,108,-128
859,2024,1,2024-02-26T00:00:00,SAC,MIA,110.0,121.0,0,-264,214
860,2024,1,2024-02-27T00:00:00,CLE,DAL,121.0,119.0,1,-181,151
861,2024,1,2024-02-27T00:00:00,ORL,BKN,108.0,81.0,1,-261,213
862,2024,1,2024-02-27T00:00:00,WAS,GS,112.0,123.0,0,452,-612
863,2024,1,2024-02-27T00:00:00,ATL,UTA,124.0,97.0,1,-133,112
864,2024,1,2024-02-27T00:00:00,BOS,PHI,117.0,99.0,1,-665,484
865,2024,1,2024-02-27T00:00:00,NY,NO,92.0,115.0,0,229,-282
866,2024,1,2024-02-27T00:00:00,CHI,DET,95.0,105.0,0,-585,436
867,2024,1,2024-02-27T00:00:00,MIL,CHA,123.0,85.0,1,-1117,718
868,2024,1,2024-02-27T00:00:00,MIN,SA,114.0,105.0,1,-958,638
869,2024,1,2024-02-27T00:00:00,OKC,HOU,112.0,95.0,1,-484,372
870,2024,1,2024-02-27T00:00:00,POR,MIA,96.0,106.0,0,245,-303
871,2024,1,2024-02-28T00:00:00,IND,NO,123.0,114.0,1,-190,159
872,2024,1,2024-02-28T00:00:00,TOR,DAL,125.0,136.0,0,157,-186
873,2024,1,2024-02-28T00:00:00,CHI,CLE,132.0,123.0,1,201,-244
874,2024,1,2024-02-28T00:00:00,MIN,MEM,110.0,101.0,1,-1063,699
875,2024,1,2024-02-28T00:00:00,DEN,SAC,117.0,96.0,1,-459,358
876,2024,1,2024-02-28T00:00:00,LAC,LAL,112.0,116.0,0,-140,117
877,2024,1,2024-02-29T00:00:00,CHA,MIL,99.0,111.0,0,792,-1088
878,2024,1,2024-02-29T00:00:00,ORL,UTA,115.0,107.0,1,-470,383
879,2024,1,2024-02-29T00:00:00,BKN,ATL,124.0,97.0,1,-200,-183
880,2024,1,2024-02-29T00:00:00,NY,GS,99.0,110.0,0,237,-282
881,2024,1,2024-02-29T00:00:00,SA,OKC,132.0,118.0,1,696,-931
882,2024,1,2024-02-29T00:00:00,PHO,HOU,110.0,105.0,1,-662,522
883,2024,1,2024-02-29T00:00:00,DEN,MIA,103.0,97.0,1,-461,374
884,2024,1,2024-02-29T00:00:00,LAL,WAS,134.0,131.0,1,-870,662
885,2024,1,2024-03-01T00:00:00,DET,CLE,100.0,110.0,0,215,-270
886,2024,1,2024-03-01T00:00:00,PHI,CHA,121.0,114.0,1,-676,490
887,2024,1,2024-03-01T00:00:00,BOS,DAL,138.0,110.0,1,-380,300
888,2024,1,2024-03-01T00:00:00,TOR,GS,105.0,120.0,0,120,-142
889,2024,1,2024-03-01T00:00:00,MEM,POR,92.0,122.0,0,-112,-108
890,2024,1,2024-03-01T00:00:00,MIN,SAC,120.0,124.0,0,-355,280
891,2024,1,2024-03-01T00:00:00,NO,IND,129.0,102.0,1,-205,170
892,2024,1,2024-03-01T00:00:00,CHI,MIL,97.0,113.0,0,136,-162
893,2024,1,2024-03-01T00:00:00,LAC,WAS,140.0,115.0,1,-1351,801
894,2024,1,2024-03-02T00:00:00,BKN,ATL,114.0,102.0,1,-117,-128
895,2024,1,2024-03-02T00:00:00,MIA,UTA,126.0,120.0,1,-424,335
896,2024,1,2024-03-02T00:00:00,MEM,POR,100.0,107.0,0,-151,127
897,2024,1,2024-03-02T00:00:00,LAL,DEN,114.0,124.0,0,-121,-125
898,2024,1,2024-03-02T00:00:00,PHO,HOU,109.0,118.0,0,-474,368
899,2024,1,2024-03-03T00:00:00,DAL,PHI,116.0,120.0,0,-470,376
900,2024,1,2024-03-03T00:00:00,BOS,GS,140.0,88.0,1,-492,391
901,2024,1,2024-03-03T00:00:00,MIN,LAC,88.0,89.0,0,-195,165
902,2024,1,2024-03-03T00:00:00,ORL,DET,113.0,91.0,1,-868,637
903,2024,1,2024-03-03T00:00:00,TOR,CHA,111.0,106.0,1,-412,333
904,2024,1,2024-03-03T00:00:00,CLE,NY,98.0,107.0,0,-260,217
905,2024,1,2024-03-03T00:00:00,SA,IND,117.0,105.0,1,311,-383
906,2024,1,2024-03-03T00:00:00,PHO,OKC,110.0,118.0,0,223,-268
907,2024,1,2024-03-04T00:00:00,BKN,MEM,102.0,106.0,0,-138,105
908,2024,1,2024-03-04T00:00:00,MIL,LAC,113.0,106.0,1,38,-45
909,2024,1,2024-03-04T00:00:00,MIN,POR,119.0,114.0,1,-425,249
910,2024,1,2024-03-04T00:00:00,UTA,WAS,127.0,115.0,1,-64,53
911,2024,1,2024-03-04T00:00:00,SAC,CHI,109.0,113.0,0,-70,57
912,2024,1,2024-03-04T00:00:00,LAL,OKC,116.0,104.0,1,-32,-33
913,2024,1,2024-03-05T00:00:00,CHA,ORL,89.0,101.0,0,216,-273
914,2024,1,2024-03-05T00:00:00,BKN,PHI,112.0,107.0,1,-85,-85
915,2024,1,2024-03-05T00:00:00,CLE,BOS,105.0,104.0,1,227,-289
916,2024,1,2024-03-05T00:00:00,MIA,DET,118.0,110.0,1,-481,350
917,2024,1,2024-03-05T00:00:00,NY,ATL,100.0,116.0,0,-94,79
918,2024,1,2024-03-05T00:00:00,TOR,NO,98.0,139.0,0,262,-339
919,2024,1,2024-03-05T00:00:00,HOU,SA,114.0,101.0,1,-208,169
920,2024,1,2024-03-05T00:00:00,DAL,IND,120.0,137.0,0,-173,142
921,2024,1,2024-03-05T00:00:00,DEN,PHO,107.0,117.0,0,-304,239
922,2024,1,2024-03-06T00:00:00,WAS,ORL,109.0,119.0,0,127,-156
923,2024,1,2024-03-06T00:00:00,ATL,CLE,112.0,101.0,1,-87,73
924,2024,1,2024-03-06T00:00:00,HOU,LAC,116.0,122.0,0,121,-148
925,2024,1,2024-03-06T00:00:00,PHI,MEM,109.0,115.0,0,-98,83
926,2024,1,2024-03-06T00:00:00,UTA,CHI,117.0,119.0,0,84,-100
927,2024,1,2024-03-06T00:00:00,GS,MIL,125.0,90.0,1,-84,71
928,2024,1,2024-03-06T00:00:00,POR,OKC,120.0,128.0,0,310,-442
929,2024,1,2024-03-06T00:00:00,LAL,SAC,120.0,130.0,0,-96,80
930,2024,1,2024-03-07T00:00:00,DET,BKN,118.0,112.0,1,77,-92
931,2024,1,2024-03-07T00:00:00,IND,MIN,111.0,113.0,0,-83,-72
932,2024,1,2024-03-07T00:00:00,DAL,MIA,114.0,108.0,1,-139,115
933,2024,1,2024-03-07T00:00:00,PHO,TOR,120.0,113.0,1,-422,310
934,2024,1,2024-03-07T00:00:00,DEN,BOS,115.0,109.0,1,74,-88
935,2024,1,2024-03-07T00:00:00,GS,CHI,122.0,125.0,0,-268,211
936,2024,1,2024-03-07T00:00:00,SAC,SA,131.0,129.0,1,-493,352
937,2024,1,2024-03-08T00:00:00,PHI,NO,95.0,103.0,0,370,-458
938,2024,1,2024-03-08T00:00:00,WAS,CHA,112.0,100.0,1,-210,177
939,2024,1,2024-03-08T00:00:00,CLE,MIN,113.0,104.0,1,-166,-160
940,2024,1,2024-03-08T00:00:00,NY,ORL,98.0,74.0,1,-210,177
941,2024,1,2024-03-08T00:00:00,MEM,ATL,92.0,99.0,0,192,-229
942,2024,1,2024-03-08T00:00:00,OKC,MIA,107.0,100.0,1,-562,444
943,2024,1,2024-03-08T00:00:00,LAL,MIL,123.0,122.0,1,222,-266
944,2024,1,2024-03-08T00:00:00,POR,HOU,107.0,123.0,0,318,-392
945,2024,1,2024-03-09T00:00:00,LAC,CHI,112.0,102.0,1,-470,373
946,2024,1,2024-03-09T00:00:00,CHA,BKN,110.0,99.0,1,276,-338
947,2024,1,2024-03-09T00:00:00,DET,DAL,124.0,142.0,0,428,-545
948,2024,1,2024-03-09T00:00:00,GS,SA,113.0,126.0,0,-1036,725
949,2024,1,2024-03-09T00:00:00,PHO,BOS,107.0,117.0,0,249,-301
950,2024,1,2024-03-09T00:00:00,DEN,UTA,142.0,121.0,1,-1036,725
951,2024,1,2024-03-09T00:00:00,POR,TOR,128.0,118.0,1,152,-180
952,2024,1,2024-03-10T00:00:00,LAC,MIL,117.0,124.0,0,228,-280
953,2024,1,2024-03-10T00:00:00,ATL,NO,103.0,116.0,0,234,-286
954,2024,1,2024-03-10T00:00:00,MIA,WAS,108.0,110.0,0,-714,520
955,2024,1,2024-03-10T00:00:00,ORL,IND,97.0,111.0,0,-123,-128
956,2024,1,2024-03-10T00:00:00,SAC,HOU,104.0,112.0,0,-308,251
957,2024,1,2024-03-10T00:00:00,CLE,BKN,101.0,120.0,0,-308,251
958,2024,1,2024-03-10T00:00:00,NY,PHI,73.0,79.0,0,-325,263
959,2024,1,2024-03-10T00:00:00,OKC,MEM,124.0,93.0,1,-1370,856
960,2024,1,2024-03-10T00:00:00,LAL,MIN,120.0,109.0,1,-257,211
961,2024,1,2024-03-11T00:00:00,DET,CHA,114.0,97.0,1,-340,282
962,2024,1,2024-03-11T00:00:00,CLE,PHO,111.0,117.0,0,361,-443
963,2024,1,2024-03-11T00:00:00,CHI,DAL,92.0,127.0,0,234,-278
964,2024,1,2024-03-11T00:00:00,SA,GS,102.0,112.0,0,282,-340
965,2024,1,2024-03-11T00:00:00,DEN,TOR,125.0,119.0,1,-3092,1718
966,2024,1,2024-03-11T00:00:00,POR,BOS,99.0,121.0,0,782,-1074
967,2024,1,2024-03-12T00:00:00,NY,PHI,106.0,79.0,1,-79,65
968,2024,1,2024-03-12T00:00:00,MEM,WAS,109.0,97.0,1,35,-42
969,2024,1,2024-03-12T00:00:00,OKC,IND,111.0,121.0,0,-72,60
970,2024,1,2024-03-12T00:00:00,SA,HOU,101.0,103.0,0,43,-51
971,2024,1,2024-03-12T00:00:00,UTA,BOS,107.0,123.0,0,70,-86
972,2024,1,2024-03-12T00:00:00,LAC,MIN,100.0,118.0,0,-76,63
973,2024,1,2024-03-12T00:00:00,SAC,MIL,129.0,94.0,1,-42,35
974,2024,1,2024-03-13T00:00:00,DET,TOR,113.0,104.0,1,-113,95
975,2024,1,2024-03-13T00:00:00,ORL,BKN,114.0,106.0,1,-174,143
976,2024,1,2024-03-13T00:00:00,IND,CHI,129.0,132.0,0,-164,135
977,2024,1,2024-03-13T00:00:00,MIA,DEN,88.0,100.0,0,99,-118
978,2024,1,2024-03-13T00:00:00,MEM,CHA,98.0,110.0,0,83,-99
979,2024,1,2024-03-13T00:00:00,NO,CLE,95.0,116.0,0,-164,135
980,2024,1,2024-03-13T00:00:00,DAL,GS,109.0,99.0,1,-274,216
981,2024,1,2024-03-13T00:00:00,POR,ATL,106.0,102.0,1,117,-140
982,2024,1,2024-03-13T00:00:00,SAC,LAL,120.0,107.0,1,80,-95
983,2024,1,2024-03-14T00:00:00,BOS,PHO,127.0,112.0,1,-240,197
984,2024,1,2024-03-14T00:00:00,CHI,LAC,111.0,126.0,0,197,-240
985,2024,1,2024-03-14T00:00:00,HOU,WAS,135.0,119.0,1,-378,298
986,2024,1,2024-03-14T00:00:00,MIL,PHI,114.0,105.0,1,-301,242
987,2024,1,2024-03-14T00:00:00,OKC,DAL,126.0,119.0,1,-444,343
988,2024,1,2024-03-14T00:00:00,POR,NY,93.0,105.0,0,494,-681
989,2024,1,2024-03-15T00:00:00,CHA,PHO,96.0,107.0,0,622,-831
990,2024,1,2024-03-15T00:00:00,DET,MIA,95.0,108.0,0,404,-505
991,2024,1,2024-03-15T00:00:00,TOR,ORL,103.0,113.0,0,388,-482
992,2024,1,2024-03-15T00:00:00,NO,LAC,112.0,104.0,1,-401,326
993,2024,1,2024-03-15T00:00:00,SA,DEN,106.0,117.0,0,622,-831
994,2024,1,2024-03-15T00:00:00,UTA,ATL,124.0,122.0,1,-159,-183
995,2024,1,2024-03-16T00:00:00,HOU,CLE,117.0,103.0,1,214,-259
996,2024,1,2024-03-16T00:00:00,IND,BKN,121.0,100.0,1,-424,340
997,2024,1,2024-03-16T00:00:00,NO,POR,126.0,107.0,1,-1175,784
998,2024,1,2024-03-16T00:00:00,PHI,CHA,109.0,98.0,1,-614,470
999,2024,1,2024-03-16T00:00:00,CHI,WAS,127.0,98.0,1,-555,431
1000,2024,1,2024-03-16T00:00:00,MEM,OKC,112.0,118.0,0,496,-653
1001,2024,1,2024-03-16T00:00:00,LAL,GS,121.0,128.0,0,-159,133
1002,2024,1,2024-03-16T00:00:00,UTA,MIN,100.0,119.0,0,320,-398
1003,2024,1,2024-03-16T00:00:00,SAC,NY,91.0,98.0,0,-193,162
1004,2024,1,2024-03-17T00:00:00,MIL,PHO,140.0,129.0,1,171,-202
1005,2024,1,2024-03-17T00:00:00,DET,MIA,101.0,104.0,0,256,-310
1006,2024,1,2024-03-17T00:00:00,DAL,DEN,107.0,105.0,1,-149,-163
1007,2024,1,2024-03-17T00:00:00,ORL,TOR,111.0,96.0,1,-924,668
1008,2024,1,2024-03-17T00:00:00,WAS,BOS,104.0,130.0,0,1137,-1918
1009,2024,1,2024-03-17T00:00:00,SA,BKN,122.0,115.0,1,-178,149
1010,2024,1,2024-03-17T00:00:00,LAC,ATL,93.0,110.0,0,-647,497
1011,2024,1,2024-03-18T00:00:00,IND,CLE,103.0,108.0,0,-190,156
1012,2024,1,2024-03-18T00:00:00,BOS,DET,119.0,94.0,1,-1029,610
1013,2024,1,2024-03-18T00:00:00,PHI,MIA,98.0,91.0,1,-113,94
1014,2024,1,2024-03-18T00:00:00,CHI,POR,110.0,107.0,1,-274,217
1015,2024,1,2024-03-18T00:00:00,UTA,MIN,104.0,114.0,0,114,-137
1016,2024,1,2024-03-18T00:00:00,GS,NY,112.0,119.0,0,-187,152
1017,2024,1,2024-03-18T00:00:00,SAC,MEM,121.0,111.0,1,-457,335
1018,2024,1,2024-03-18T00:00:00,LAL,ATL,136.0,105.0,1,-335,259
1019,2024,1,2024-03-19T00:00:00,ORL,CHA,112.0,92.0,1,-507,343
1020,2024,1,2024-03-19T00:00:00,WAS,HOU,114.0,137.0,0,227,-298
1021,2024,1,2024-03-19T00:00:00,BKN,NO,91.0,104.0,0,137,-170
1022,2024,1,2024-03-19T00:00:00,SA,DAL,107.0,113.0,0,179,-227
1023,2024,1,2024-03-19T00:00:00,MIN,DEN,112.0,115.0,0,149,-185
1024,2024,1,2024-03-20T00:00:00,CLE,MIA,104.0,107.0,0,-43,36
1025,2024,1,2024-03-20T00:00:00,DET,IND,103.0,122.0,0,132,-182
1026,2024,1,2024-03-20T00:00:00,BOS,MIL,122.0,119.0,1,-156,116
1027,2024,1,2024-03-20T00:00:00,TOR,SAC,89.0,123.0,0,132,-182
1028,2024,1,2024-03-20T00:00:00,OKC,UTA,119.0,107.0,1,-393,233
1029,2024,1,2024-03-20T00:00:00,GS,MEM,137.0,116.0,1,-175,128
1030,2024,1,2024-03-20T00:00:00,PHO,PHI,115.0,102.0,1,-119,93
1031,2024,1,2024-03-20T00:00:00,POR,LAC,103.0,116.0,0,137,-189
1032,2024,1,2024-03-21T00:00:00,ORL,NO,121.0,106.0,1,128,-152
1033,2024,1,2024-03-21T00:00:00,WAS,SAC,109.0,102.0,1,486,-668
1034,2024,1,2024-03-21T00:00:00,HOU,CHI,127.0,117.0,1,-166,139
1035,2024,1,2024-03-21T00:00:00,MIL,BKN,115.0,108.0,1,-555,417
1036,2024,1,2024-03-21T00:00:00,DAL,UTA,113.0,97.0,1,-1121,721
1037,2024,1,2024-03-21T00:00:00,DEN,NY,113.0,100.0,1,-400,315
1038,2024,1,2024-03-21T00:00:00,PHO,ATL,128.0,115.0,1,-454,352
1039,2024,1,2024-03-22T00:00:00,DET,BOS,102.0,129.0,0,739,-1124
1040,2024,1,2024-03-22T00:00:00,TOR,OKC,103.0,123.0,0,1065,-1893
1041,2024,1,2024-03-22T00:00:00,MIA,NO,88.0,111.0,0,-168,142
1042,2024,1,2024-03-22T00:00:00,MIN,CLE,104.0,91.0,1,-343,278
1043,2024,1,2024-03-22T00:00:00,SA,MEM,97.0,99.0,0,-296,243
1044,2024,1,2024-03-22T00:00:00,GS,IND,111.0,123.0,0,-227,189
1045,2024,1,2024-03-22T00:00:00,POR,LAC,117.0,125.0,0,946,-1597
1046,2024,1,2024-03-22T00:00:00,LAL,PHI,101.0,94.0,1,-361,290
1047,2024,1,2024-03-23T00:00:00,NY,BKN,105.0,93.0,1,-400,324
1048,2024,1,2024-03-23T00:00:00,ORL,SAC,107.0,109.0,0,-196,166
1049,2024,1,2024-03-23T00:00:00,ATL,CHA,132.0,91.0,1,-400,324
1050,2024,1,2024-03-23T00:00:00,CHI,BOS,113.0,124.0,0,235,-283
1051,2024,1,2024-03-23T00:00:00,HOU,UTA,147.0,119.0,1,-738,552
1052,2024,1,2024-03-23T00:00:00,SA,PHO,106.0,131.0,0,483,-628
1053,2024,1,2024-03-23T00:00:00,WAS,TOR,112.0,109.0,1,-317,262
1054,2024,1,2024-03-23T00:00:00,POR,DEN,111.0,114.0,0,552,-738
1055,2024,1,2024-03-24T00:00:00,DET,NO,101.0,114.0,0,288,-486
